,cardinality,dimensionality,number of clusters,number of iterations,label mode,centroid mode,round,total time,label time,centroid time,cum_data_transfer,n_data_transfer,std_data_transfer,max_data_transfer,min_data_transfer,cum_centroids_transfer,n_centroids_transfer,std_centroids_transfer,max_centroids_transfer,min_centroids_transfer,cum_labels_transfer,n_labels_transfer,std_labels_transfer,max_labels_transfer,min_labels_transfer,cum_dists_transfer,n_dists_transfer,std_dists_transfer,max_dists_transfer,min_dists_transfer,cum_kernel,n_kernel,std_kernel,max_kernel,min_kernel
0,100,2,2,3,numba,numba,0,0.00026297569274902344,4.124641418457031e-05,2.288818359375e-05,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,2,2,3,numba,numba,1,0.00022721290588378906,4.220008850097656e-05,3.314018249511719e-05,,,,,,,,,,,,,,,,,,,,,,,,,
2,100,2,2,3,numba,numba,2,0.00025391578674316406,4.673004150390625e-05,3.600120544433594e-05,,,,,,,,,,,,,,,,,,,,,,,,,
3,100,2,2,3,cuda,numba,0,0.001875162124633789,0.0016527175903320312,4.792213439941406e-05,0.00027347201108932496,1,0.0,0.00027347201108932496,0.00027347201108932496,0.0003060480058193207,3,3.6336571705440589e-06,0.00010518400371074677,9.6928000450134278e-05,7.849600166082382e-05,3,2.3238160865235077e-06,2.9440000653266906e-05,2.4288000538945199e-05,7.811199873685836e-05,3,9.0371253492914704e-07,2.7295999228954315e-05,2.5216000154614447e-05,0.00039420799911022184,3,2.9407950715685795e-05,0.00017295999825000762,0.00010921599715948105
4,100,2,2,3,cuda,numba,1,0.0021200180053710938,0.0017681121826171875,4.291534423828125e-05,0.0002141440063714981,1,0.0,0.0002141440063714981,0.0002141440063714981,0.00033670400083065033,3,9.2149029761106575e-06,0.00012470400333404542,0.00010271999984979629,7.436800003051758e-05,3,1.1175080777879889e-06,2.6367999613285064e-05,2.393599972128868e-05,7.625599950551986e-05,3,3.9996485561815239e-07,2.5984000414609909e-05,2.5119999423623085e-05,0.00035350400209426875,3,1.4612855469830997e-05,0.00013849599659442901,0.00010713600367307663
5,100,2,2,3,cuda,numba,2,0.0017900466918945312,0.0014591217041015625,4.38690185546875e-05,0.00020287999510765076,1,0.0,0.00020287999510765076,0.00020287999510765076,0.00029983999580144883,3,5.1902741906892382e-06,0.00010374400019645691,9.2607997357845308e-05,6.912000104784965e-05,3,2.3223008516784204e-07,2.3360000923275948e-05,2.2816000506281852e-05,7.628799974918365e-05,3,9.950353925064004e-07,2.6752000674605368e-05,2.4351999163627623e-05,0.00032630400359630584,3,1.4934103567107613e-06,0.00011088000237941742,0.00010771200060844422
6,100,2,4,3,numba,numba,0,0.0003399848937988281,4.601478576660156e-05,3.3855438232421875e-05,,,,,,,,,,,,,,,,,,,,,,,,,
7,100,2,4,3,numba,numba,1,0.0002598762512207031,5.793571472167969e-05,3.409385681152344e-05,,,,,,,,,,,,,,,,,,,,,,,,,
8,100,2,4,3,numba,numba,2,0.0002570152282714844,5.1975250244140625e-05,3.504753112792969e-05,,,,,,,,,,,,,,,,,,,,,,,,,
9,100,2,4,3,cuda,numba,0,0.0019600391387939453,0.001734018325805664,5.2928924560546875e-05,0.0002226240038871765,1,0.0,0.00022262400388717651,0.00022262400388717651,0.00030406399816274645,3,5.5650790089188101e-06,0.00010576000064611435,9.3503996729850771e-05,6.838399916887284e-05,3,1.6216837832977395e-06,2.5087999179959297e-05,2.163200080394745e-05,8.419200032949448e-05,3,2.5860007277269742e-06,3.1711999326944351e-05,2.6016000658273698e-05,0.0004887680038809776,3,6.8169189925026597e-05,0.00025932800769805906,0.00011446399986743927
10,100,2,4,3,cuda,numba,1,0.001775979995727539,0.0014650821685791016,3.409385681152344e-05,0.00019699199497699737,1,0.0,0.00019699199497699737,0.00019699199497699737,0.0003052159994840622,3,7.2849637613001002e-06,0.00011023999750614166,9.2448003590106965e-05,5.907199904322624e-05,3,9.8918480132193554e-08,1.9775999709963798e-05,1.9551999866962432e-05,7.414400205016136e-05,3,2.9367244452525199e-07,2.502400055527687e-05,2.4320000782608984e-05,0.0003368000015616417,3,2.0761930749839281e-06,0.00011519999802112579,0.00011068800091743469
