,Unnamed: 0,cardinality,dimensionality,number of clusters,number of iterations,label mode,centroid mode,round,total time,label time,centroid time,cum_data_transfer,n_data_transfer,std_data_transfer,max_data_transfer,min_data_transfer,cum_centroids_transfer,n_centroids_transfer,std_centroids_transfer,max_centroids_transfer,min_centroids_transfer,cum_labels_transfer,n_labels_transfer,std_labels_transfer,max_labels_transfer,min_labels_transfer,cum_dists_transfer,n_dists_transfer,std_dists_transfer,max_dists_transfer,min_dists_transfer,cum_kernel,n_kernel,std_kernel,max_kernel,min_kernel
0,0,100.0,2.0,2.0,3.0,numba,numba,0.0,0.000262975692749,4.12464141846e-05,2.28881835938e-05,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100.0,2.0,2.0,3.0,numba,numba,1.0,0.000227212905884,4.2200088501e-05,3.31401824951e-05,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,100.0,2.0,2.0,3.0,numba,numba,2.0,0.000253915786743,4.67300415039e-05,3.60012054443e-05,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,100.0,2.0,2.0,3.0,cuda,numba,0.0,0.00187516212463,0.00165271759033,4.79221343994e-05,0.000273472011089,1.0,0.0,0.000273472011089,0.000273472011089,0.000306048005819,3.0,3.63365717054e-06,0.000105184003711,9.69280004501e-05,7.84960016608e-05,3.0,2.32381608652e-06,2.94400006533e-05,2.42880005389e-05,7.81119987369e-05,3.0,9.03712534929e-07,2.7295999229e-05,2.52160001546e-05,0.00039420799911,3.0,2.94079507157e-05,0.00017295999825,0.000109215997159
4,4,100.0,2.0,2.0,3.0,cuda,numba,1.0,0.00212001800537,0.00176811218262,4.29153442383e-05,0.000214144006371,1.0,0.0,0.000214144006371,0.000214144006371,0.000336704000831,3.0,9.21490297611e-06,0.000124704003334,0.00010271999985,7.43680000305e-05,3.0,1.11750807779e-06,2.63679996133e-05,2.39359997213e-05,7.62559995055e-05,3.0,3.99964855618e-07,2.59840004146e-05,2.51199994236e-05,0.000353504002094,3.0,1.46128554698e-05,0.000138495996594,0.000107136003673
5,5,100.0,2.0,2.0,3.0,cuda,numba,2.0,0.00179004669189,0.0014591217041,4.38690185547e-05,0.000202879995108,1.0,0.0,0.000202879995108,0.000202879995108,0.000299839995801,3.0,5.19027419069e-06,0.000103744000196,9.26079973578e-05,6.91200010478e-05,3.0,2.32230085168e-07,2.33600009233e-05,2.28160005063e-05,7.62879997492e-05,3.0,9.95035392506e-07,2.67520006746e-05,2.43519991636e-05,0.000326304003596,3.0,1.49341035671e-06,0.000110880002379,0.000107712000608
6,6,100.0,2.0,4.0,3.0,numba,numba,0.0,0.000339984893799,4.60147857666e-05,3.38554382324e-05,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,100.0,2.0,4.0,3.0,numba,numba,1.0,0.000259876251221,5.79357147217e-05,3.40938568115e-05,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,100.0,2.0,4.0,3.0,numba,numba,2.0,0.000257015228271,5.19752502441e-05,3.50475311279e-05,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,100.0,2.0,4.0,3.0,cuda,numba,0.0,0.00196003913879,0.00173401832581,5.29289245605e-05,0.000222624003887,1.0,0.0,0.000222624003887,0.000222624003887,0.000304063998163,3.0,5.56507900892e-06,0.000105760000646,9.35039967299e-05,6.83839991689e-05,3.0,1.6216837833e-06,2.508799918e-05,2.16320008039e-05,8.41920003295e-05,3.0,2.58600072773e-06,3.17119993269e-05,2.60160006583e-05,0.000488768003881,3.0,6.8169189925e-05,0.000259328007698,0.000114463999867
10,10,100.0,2.0,4.0,3.0,cuda,numba,1.0,0.00177597999573,0.00146508216858,3.40938568115e-05,0.000196991994977,1.0,0.0,0.000196991994977,0.000196991994977,0.000305215999484,3.0,7.2849637613e-06,0.000110239997506,9.24480035901e-05,5.90719990432e-05,3.0,9.89184801322e-08,1.977599971e-05,1.9551999867e-05,7.41440020502e-05,3.0,2.93672444525e-07,2.50240005553e-05,2.43200007826e-05,0.000336800001562,3.0,2.07619307498e-06,0.000115199998021,0.000110688000917
11,11,100.0,2.0,4.0,3.0,cuda,numba,2.0,0.00179696083069,0.00148296356201,3.38554382324e-05,0.000192351996899,1.0,0.0,0.000192351996899,0.000192351996899,0.000300192005932,3.0,4.05083355638e-06,0.000103008002043,9.43360030651e-05,6.61760009825e-05,3.0,1.0419531881e-06,2.3423999548e-05,2.08960007876e-05,7.80480001122e-05,3.0,4.31703391494e-07,2.66239997e-05,2.56639998406e-05,0.000348159998655,3.0,3.54033887596e-06,0.000119327999651,0.000111135996878
12,12,100.0,2.0,8.0,3.0,numba,numba,0.0,0.000348091125488,5.12599945068e-05,3.40938568115e-05,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,100.0,2.0,8.0,3.0,numba,numba,1.0,0.00025486946106,5.31673431396e-05,3.5285949707e-05,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,100.0,2.0,8.0,3.0,numba,numba,2.0,0.000385046005249,5.81741333008e-05,3.38554382324e-05,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,100.0,2.0,8.0,3.0,cuda,numba,0.0,0.00175714492798,0.00148630142212,4.6968460083e-05,0.000203551992774,1.0,0.0,0.000203551992774,0.000203551992774,0.000297600001097,3.0,6.12285428477e-06,0.00010483200103,9.06879976392e-05,4.01920005679e-05,3.0,1.09747506277e-06,1.49440001696e-05,1.25120002776e-05,7.59999994189e-05,3.0,1.04195447203e-06,2.67840009183e-05,2.43839994073e-05,0.000384320005774,3.0,1.44918309103e-05,0.000148576006293,0.000116991996765
16,16,100.0,2.0,8.0,3.0,cuda,numba,1.0,0.001788854599,0.00145483016968,4.38690185547e-05,0.000190144002438,1.0,0.0,0.000190144002438,0.000190144002438,0.000297728002071,3.0,5.12648471039e-06,0.000103872001171,9.20960009098e-05,4.04480006546e-05,3.0,1.05173545787e-06,1.49440001696e-05,1.25120002776e-05,7.39200003445e-05,3.0,2.82616812479e-07,2.50240005553e-05,2.43519991636e-05,0.000357663996518,3.0,2.76095608942e-06,0.000122975997627,0.00011641599983
17,17,100.0,2.0,8.0,3.0,cuda,numba,2.0,0.00180101394653,0.00147795677185,3.50475311279e-05,0.000202112004161,1.0,0.0,0.000202112004161,0.000202112004161,0.000303360000253,3.0,6.87655098893e-06,0.000108543999493,9.19679999352e-05,4.48320005089e-05,3.0,1.82895323202e-07,1.51040004566e-05,1.4688000083e-05,7.59680010378e-05,3.0,2.63014683619e-07,2.56639998406e-05,2.50240005553e-05,0.000357760004699,3.0,1.70479934152e-06,0.000121536001563,0.000117440000176
18,18,100.0,2.0,16.0,3.0,numba,numba,0.0,0.000364065170288,6.31809234619e-05,3.38554382324e-05,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,100.0,2.0,16.0,3.0,numba,numba,1.0,0.000463962554932,6.07967376709e-05,3.71932983398e-05,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,100.0,2.0,16.0,3.0,numba,numba,2.0,0.000256061553955,6.27040863037e-05,3.40938568115e-05,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,100.0,2.0,16.0,3.0,cuda,numba,0.0,0.00178480148315,0.00155329704285,4.50611114502e-05,0.000209472000599,1.0,0.0,0.000209472000599,0.000209472000599,0.000299807995558,3.0,5.74510641434e-06,0.000104575999081,9.18399989605e-05,3.88799998909e-05,3.0,4.88109513858e-07,1.35040003806e-05,1.2319999747e-05,7.45279993862e-05,3.0,3.44980818711e-07,2.52160001546e-05,2.43839994073e-05,0.000435775995255,3.0,1.76285901439e-05,0.000170175999403,0.000132095992565
22,22,100.0,2.0,16.0,3.0,cuda,numba,1.0,0.00181293487549,0.00149726867676,3.60012054443e-05,0.000191264003515,1.0,0.0,0.000191264003515,0.000191264003515,0.000297407999635,3.0,5.05485211423e-06,0.00010307200253,9.20000001788e-05,3.97120006382e-05,3.0,1.43402187774e-06,1.52639998123e-05,1.21600003913e-05,7.55839999765e-05,3.0,8.15563737585e-07,2.63359993696e-05,2.44800001383e-05,0.000401408001781,3.0,3.92982004748e-06,0.000139359995723,0.000130976006389
23,23,100.0,2.0,16.0,3.0,cuda,numba,2.0,0.00353097915649,0.00321507453918,3.57627868652e-05,0.000192671999335,1.0,0.0,0.000192671999335,0.000192671999335,0.00184761595726,3.0,0.000721794647044,0.00163663995266,0.00010307200253,4.45440001786e-05,3.0,3.41666663345e-07,1.53280002996e-05,1.45600000396e-05,7.76639990509e-05,3.0,8.55463553049e-07,2.70399991423e-05,2.49920003116e-05,0.000457023993134,3.0,2.35271937716e-05,0.000185407996178,0.000132607996464
24,24,100.0,2.0,32.0,3.0,numba,numba,0.0,0.000385999679565,7.70092010498e-05,3.2901763916e-05,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,100.0,2.0,32.0,3.0,numba,numba,1.0,0.000274896621704,7.58171081543e-05,3.31401824951e-05,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,100.0,2.0,32.0,3.0,numba,numba,2.0,0.000311851501465,9.60826873779e-05,3.5285949707e-05,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,100.0,2.0,32.0,3.0,cuda,numba,0.0,0.00185203552246,0.00162196159363,4.48226928711e-05,0.000207583993673,1.0,0.0,0.000207583993673,0.000207583993673,0.000303199999034,3.0,5.05372648279e-06,0.000104704000056,9.39199998975e-05,4.47359988466e-05,3.0,3.21064895188e-07,1.5359999612e-05,1.46239995956e-05,7.73760005832e-05,3.0,5.65836735526e-07,2.65280008316e-05,2.51519996673e-05,0.000489408001304,3.0,3.60176997106e-06,0.000168224006891,0.000160383999348
28,28,100.0,2.0,32.0,3.0,cuda,numba,1.0,0.00217199325562,0.00182509422302,3.50475311279e-05,0.000203904002905,1.0,0.0,0.000203904002905,0.000203904002905,0.000313504002988,3.0,4.08049839885e-06,0.000109024003148,9.91360023618e-05,3.88160003349e-05,3.0,6.2779493135e-07,1.37280002236e-05,1.21919997036e-05,7.29599986225e-05,3.0,5.45566156476e-07,2.508799918e-05,2.3871999234e-05,0.000635679990053,3.0,7.08355479852e-05,0.000312063992023,0.000160863995552
29,29,100.0,2.0,32.0,3.0,cuda,numba,2.0,0.00197315216064,0.00161790847778,4.57763671875e-05,0.000191423997283,1.0,0.0,0.000191423997283,0.000191423997283,0.000299808003008,3.0,6.81096445603e-06,0.000104800000787,9.03040021658e-05,4.00000000373e-05,3.0,1.1464557552e-06,1.4911999926e-05,1.22239999473e-05,7.38559998572e-05,3.0,1.00323404846e-06,2.53439992666e-05,2.3199999705e-05,0.000484640002251,3.0,1.48569429413e-06,0.00016303999722,0.000159520000219
30,30,100.0,2.0,64.0,3.0,numba,numba,0.0,0.000427007675171,0.000108242034912,3.79085540771e-05,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,100.0,2.0,64.0,3.0,numba,numba,1.0,0.000317811965942,0.000105142593384,3.60012054443e-05,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,100.0,2.0,64.0,3.0,numba,numba,2.0,0.000358819961548,0.000121831893921,3.79085540771e-05,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,100.0,2.0,64.0,3.0,cuda,numba,0.0,0.0022120475769,0.00197815895081,3.50475311279e-05,0.000205344006419,1.0,0.0,0.000205344006419,0.000205344006419,0.000303552001715,3.0,5.34875798766e-06,0.000105856001377,9.36959981918e-05,4.73920004442e-05,3.0,7.83981353766e-07,1.67679991573e-05,1.484800037e-05,8.17279983312e-05,3.0,1.37521403608e-06,2.89919991046e-05,2.5631999597e-05,0.000795200020075,3.0,6.72068692779e-05,0.000360096007586,0.00021606400609
34,34,100.0,2.0,64.0,3.0,cuda,numba,1.0,0.00210404396057,0.00177574157715,3.57627868652e-05,0.000192543998361,1.0,0.0,0.000192543998361,0.000192543998361,0.000299904003739,3.0,6.22650155763e-06,0.000105056002736,9.12000015378e-05,4.70080012456e-05,3.0,7.72579017488e-07,1.67040005326e-05,1.484800037e-05,7.99679979682e-05,3.0,1.30717818994e-06,2.8287999332e-05,2.508799918e-05,0.000663872003555,3.0,4.10002918429e-06,0.000226656004786,0.000216703996062
35,35,100.0,2.0,64.0,3.0,cuda,numba,2.0,0.00210189819336,0.00176286697388,4.57763671875e-05,0.000201471999288,1.0,0.0,0.000201471999288,0.000201471999288,0.000299167998135,3.0,5.7121781462e-06,0.000103968001902,9.16479974985e-05,4.29119998589e-05,3.0,9.32220417804e-07,1.5296000056e-05,1.30559997633e-05,7.81120005995e-05,3.0,8.51197521441e-07,2.72320006043e-05,2.53120008856e-05,0.000652511999011,3.0,1.15052287151e-06,0.000219104006886,0.000216447994113
36,36,100.0,20.0,2.0,3.0,numba,numba,0.0,0.000346183776855,5.12599945068e-05,3.40938568115e-05,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,100.0,20.0,2.0,3.0,numba,numba,1.0,0.000260829925537,5.98430633545e-05,3.50475311279e-05,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,100.0,20.0,2.0,3.0,numba,numba,2.0,0.000234127044678,5.00679016113e-05,3.60012054443e-05,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,100.0,20.0,2.0,3.0,cuda,numba,0.0,0.00216889381409,0.00194072723389,4.57763671875e-05,0.000205472007394,1.0,0.0,0.000205472007394,0.000205472007394,0.000316608004272,3.0,6.18938778446e-06,0.000111744001508,9.70880016685e-05,4.31999992579e-05,3.0,1.06164153288e-06,1.53919998556e-05,1.292799972e-05,7.91679993272e-05,3.0,1.13478513698e-06,2.75839995593e-05,2.4863999337e-05,0.000634719997644,3.0,8.51209439883e-05,0.000331903994083,0.000148448005319
40,40,100.0,20.0,2.0,3.0,cuda,numba,1.0,0.00205087661743,0.00168204307556,4.60147857666e-05,0.000199903994799,1.0,0.0,0.000199903994799,0.000199903994799,0.000307807996869,3.0,4.85278237544e-06,0.00010623999685,9.57439988852e-05,4.53120004386e-05,3.0,9.42053229558e-08,1.52000002563e-05,1.49760004133e-05,8.08640010655e-05,3.0,3.09516911728e-07,2.73919999599e-05,2.67200004309e-05,0.000459392011166,3.0,2.87695644487e-06,0.000156256005168,0.000149312004447
41,41,100.0,20.0,2.0,3.0,cuda,numba,2.0,0.00203490257263,0.00167107582092,4.57763671875e-05,0.000193535998464,1.0,0.0,0.000193535998464,0.000193535998464,0.00030473600328,3.0,4.6712936447e-06,0.000105663999915,9.50400009751e-05,4.59519997239e-05,3.0,2.11189077295e-07,1.56159996986e-05,1.51680000126e-05,7.95200001448e-05,3.0,5.64225799081e-07,2.72320006043e-05,2.585599944e-05,0.000462495997548,3.0,4.2658378123e-06,0.000159999996424,0.000149920001626
42,42,100.0,20.0,4.0,3.0,numba,numba,0.0,0.000428199768066,6.50882720947e-05,3.69548797607e-05,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,100.0,20.0,4.0,3.0,numba,numba,1.0,0.000262022018433,6.38961791992e-05,3.62396240234e-05,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,100.0,20.0,4.0,3.0,numba,numba,2.0,0.000255107879639,6.41345977783e-05,3.50475311279e-05,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,100.0,20.0,4.0,3.0,cuda,numba,0.0,0.00235891342163,0.00212717056274,4.91142272949e-05,0.000220127999783,1.0,0.0,0.000220127999783,0.000220127999783,0.000313567996025,3.0,3.82256910819e-06,0.000108415998518,9.93279963732e-05,4.54079993069e-05,3.0,3.39662531795e-07,1.56159996986e-05,1.48799996823e-05,8.38079992682e-05,3.0,2.1047144784e-06,3.07199992239e-05,2.5631999597e-05,0.000784960016608,3.0,9.4783075512e-05,0.000395680010319,0.00019280000031
46,46,100.0,20.0,4.0,3.0,cuda,numba,1.0,0.00223588943481,0.00184416770935,5.60283660889e-05,0.000198719993234,1.0,0.0,0.000198719993234,0.000198719993234,0.000317247994244,3.0,4.34401841738e-06,0.000109119996428,9.96159985662e-05,4.52479999512e-05,3.0,3.60464199804e-07,1.55840003863e-05,1.4751999639e-05,7.86880012602e-05,3.0,4.49773669361e-07,2.6847999543e-05,2.57920008153e-05,0.000587104007602,3.0,6.35902224083e-07,0.000196544006467,0.000195007994771
47,47,100.0,20.0,4.0,3.0,cuda,numba,2.0,0.00219917297363,0.00181603431702,4.67300415039e-05,0.000200864002109,1.0,0.0,0.000200864002109,0.000200864002109,0.000309087999165,3.0,5.09120759267e-06,0.000107487998903,9.59040001035e-05,4.32639997452e-05,3.0,6.08467669195e-07,1.49440001696e-05,1.35679999366e-05,7.86880012602e-05,3.0,2.35634644879e-07,2.65280008316e-05,2.59520001709e-05,0.000591967999935,3.0,4.69214764318e-06,0.000203168004751,0.000191679999232
48,48,100.0,20.0,8.0,3.0,numba,numba,0.0,0.000454187393188,8.60691070557e-05,3.81469726562e-05,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,100.0,20.0,8.0,3.0,numba,numba,1.0,0.000297069549561,8.6784362793e-05,3.69548797607e-05,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,100.0,20.0,8.0,3.0,numba,numba,2.0,0.000277996063232,8.10623168945e-05,3.69548797607e-05,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,100.0,20.0,8.0,3.0,cuda,numba,0.0,0.00249195098877,0.00226593017578,4.81605529785e-05,0.000197024002671,1.0,0.0,0.000197024002671,0.000197024002671,0.000313695997,3.0,7.21292358082e-06,0.000111616000533,9.46559980512e-05,4.07679984346e-05,3.0,1.73319359906e-06,1.6031999141e-05,1.21919997036e-05,7.62239992619e-05,3.0,1.67626211668e-06,2.77759991586e-05,2.41279993206e-05,0.000998495995998,3.0,7.99044154898e-05,0.000445823997259,0.000275040000677
52,52,100.0,20.0,8.0,3.0,cuda,numba,1.0,0.00242280960083,0.00202703475952,4.81605529785e-05,0.000194879993796,1.0,0.0,0.000194879993796,0.000194879993796,0.000307744003832,3.0,6.59341621017e-06,0.000109792001545,9.38559994102e-05,4.23039998859e-05,3.0,1.2394464649e-06,1.5072000213e-05,1.23519999906e-05,7.75359999388e-05,3.0,1.17585189702e-06,2.69760005176e-05,2.42240000516e-05,0.000830687999725,3.0,1.74274952127e-06,0.000279359996319,0.000275615990162
53,53,100.0,20.0,8.0,3.0,cuda,numba,2.0,0.0024299621582,0.00204205513,4.81605529785e-05,0.000199103996158,1.0,0.0,0.000199103996158,0.000199103996158,0.000307712003589,3.0,5.99749241879e-06,0.000108447998762,9.43360030651e-05,4.60800006986e-05,3.0,9.05096547297e-07,1.66400000453e-05,1.47200003266e-05,7.88480006158e-05,3.0,1.36824697575e-06,2.81920004636e-05,2.50560007989e-05,0.000829983979464,3.0,1.49188504314e-06,0.000278719991446,0.000275231987238
54,54,100.0,20.0,16.0,3.0,numba,numba,0.0,0.000471115112305,0.000118970870972,4.07695770264e-05,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,100.0,20.0,16.0,3.0,numba,numba,1.0,0.000317811965942,0.000118017196655,3.88622283936e-05,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,100.0,20.0,16.0,3.0,numba,numba,2.0,0.000355958938599,0.000136137008667,3.91006469727e-05,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,100.0,20.0,16.0,3.0,cuda,numba,0.0,0.00338315963745,0.00315403938293,5.00679016113e-05,0.000195455998182,1.0,0.0,0.000195455998182,0.000195455998182,0.00055513599515,3.0,8.69227458762e-06,0.00019289599359,0.000172928005457,4.55360002816e-05,3.0,2.61713989508e-07,1.54240000993e-05,1.48160001263e-05,7.91040007025e-05,3.0,3.70426436977e-07,2.68799997866e-05,2.60160006583e-05,0.00152188798785,3.0,8.08734594369e-05,0.000621663987637,0.000449247986078
58,58,100.0,20.0,16.0,3.0,cuda,numba,1.0,0.00332903862,0.00290894508362,5.3882598877e-05,0.000194655999541,1.0,0.0,0.000194655999541,0.000194655999541,0.000541568011045,3.0,5.37049328422e-06,0.000184384003282,0.000172928005457,4.51520010829e-05,3.0,1.48569447243e-07,1.52000002563e-05,1.484800037e-05,7.88159985095e-05,3.0,9.42053229558e-08,2.63679996133e-05,2.61439997703e-05,0.00134966400266,3.0,9.92518587937e-07,0.000450976014137,0.000448576003313
59,59,100.0,20.0,16.0,3.0,cuda,numba,2.0,0.00331997871399,0.0028989315033,5.10215759277e-05,0.0001938560009,1.0,0.0,0.0001938560009,0.0001938560009,0.000541023999453,3.0,5.83034623469e-06,0.000184479996562,0.000172095999122,4.47039995342e-05,3.0,9.17580770252e-08,1.50079997256e-05,1.47839998826e-05,7.85600002855e-05,3.0,3.78027880406e-07,2.67200004309e-05,2.58879996836e-05,0.00134726399183,3.0,9.92524673355e-07,0.000450464010239,0.000448159992695
60,60,100.0,20.0,32.0,3.0,numba,numba,0.0,0.000609159469604,0.000188112258911,4.19616699219e-05,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,100.0,20.0,32.0,3.0,numba,numba,1.0,0.000405073165894,0.000190258026123,4.19616699219e-05,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,100.0,20.0,32.0,3.0,numba,numba,2.0,0.000396013259888,0.000186681747437,4.17232513428e-05,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,100.0,20.0,32.0,3.0,cuda,numba,0.0,0.00443196296692,0.00418496131897,6.19888305664e-05,0.000197952002287,1.0,0.0,0.000197952002287,0.000197952002287,0.000550815999508,3.0,9.31056520841e-06,0.000194527998567,0.000171775996685,5.38240000606e-05,3.0,2.34341576343e-06,2.12479997426e-05,1.60959996283e-05,8.42559989542e-05,3.0,3.7712385406e-07,2.83519998193e-05,2.75519993156e-05,0.00254022401571,3.0,7.8238588767e-05,0.000957376003265,0.000790048003197
64,64,100.0,20.0,32.0,3.0,cuda,numba,1.0,0.00436401367188,0.00393486022949,6.38961791992e-05,0.000190239995718,1.0,0.0,0.000190239995718,0.000190239995718,0.000540319994092,3.0,5.37938721539e-06,0.0001842879951,0.000172511994839,5.02399988472e-05,3.0,3.66101872696e-07,1.71840004623e-05,1.62879992276e-05,8.53439997882e-05,3.0,4.14767401406e-07,2.88319997489e-05,2.78719998896e-05,0.00237321597338,3.0,8.60248972245e-07,0.000792288005352,0.000790431976318
65,65,100.0,20.0,32.0,3.0,cuda,numba,2.0,0.00437116622925,0.00393462181091,6.29425048828e-05,0.000189088001847,1.0,0.0,0.000189088001847,0.000189088001847,0.000545343995094,3.0,7.72326965646e-06,0.000189824000001,0.000171360000968,4.83200000599e-05,3.0,7.09473369097e-07,1.66400000453e-05,1.51040004566e-05,8.35839975625e-05,3.0,1.13808886504e-06,2.89919991046e-05,2.6303999126e-05,0.00237318396568,3.0,1.09811123572e-06,0.000792544007301,0.00078991997242
66,66,100.0,20.0,64.0,3.0,numba,numba,0.0,0.000766038894653,0.000339984893799,5.00679016113e-05,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,100.0,20.0,64.0,3.0,numba,numba,1.0,0.00056004524231,0.000332593917847,4.76837158203e-05,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,100.0,20.0,64.0,3.0,numba,numba,2.0,0.000588893890381,0.000351190567017,4.79221343994e-05,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,100.0,20.0,64.0,3.0,cuda,numba,0.0,0.00618004798889,0.00591635704041,7.00950622559e-05,0.000202240005136,1.0,0.0,0.000202240005136,0.000202240005136,0.000320128001273,3.0,3.23525505183e-06,0.000110495999455,0.000102591998875,4.79679992422e-05,3.0,1.83460466022e-06,1.8559999764e-05,1.43999997526e-05,8.39679986238e-05,3.0,1.48638393736e-06,3.00479996949e-05,2.65919994563e-05,0.00459472000599,3.0,8.33710063289e-05,0.00164947199821,0.00147161602974
70,70,100.0,20.0,64.0,3.0,cuda,numba,1.0,0.00608611106873,0.00566577911377,6.98566436768e-05,0.000202048003674,1.0,0.0,0.000202048003674,0.000202048003674,0.000312607996166,3.0,4.12434775523e-06,0.000107615999877,9.83999967575e-05,4.75840000436e-05,3.0,1.10244018417e-06,1.67040005326e-05,1.4303999953e-05,8.70079994202e-05,3.0,7.99929231045e-07,3.01120001823e-05,2.82559990883e-05,0.00442460811138,3.0,4.60988786317e-06,0.0014813760519,0.00147126400471
71,71,100.0,20.0,64.0,3.0,cuda,numba,2.0,0.00609302520752,0.00567698478699,7.10487365723e-05,0.000199520006776,1.0,0.0,0.000199520006776,0.000199520006776,0.000319104000926,3.0,6.45771313373e-06,0.00011369600147,9.79840010405e-05,5.28639983386e-05,3.0,1.16154080318e-06,1.92639995366e-05,1.6799999401e-05,9.39199998975e-05,3.0,1.86742869798e-06,3.32800000906e-05,2.87999995053e-05,0.00442012798786,3.0,1.18960149748e-06,0.00147494399548,0.00147206401825
72,72,100.0,200.0,2.0,3.0,numba,numba,0.0,0.000510931015015,0.000148057937622,4.79221343994e-05,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,100.0,200.0,2.0,3.0,numba,numba,1.0,0.000373125076294,0.000149011611938,5.50746917725e-05,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,100.0,200.0,2.0,3.0,numba,numba,2.0,0.000343084335327,0.000142097473145,4.60147857666e-05,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,100.0,200.0,2.0,3.0,cuda,numba,0.0,0.00392818450928,0.00369381904602,6.60419464111e-05,0.000220415994525,1.0,0.0,0.000220415994525,0.000220415994525,0.000546368002892,3.0,6.27691940341e-06,0.000187808007002,0.000173375993967,5.03679998219e-05,3.0,1.73968517688e-07,1.69280003756e-05,1.65439993143e-05,8.46720002592e-05,3.0,5.03936871668e-07,2.89280004799e-05,2.77759991586e-05,0.0020135999918,3.0,7.96820683151e-05,0.000783872008324,0.000613247990608
76,76,100.0,200.0,2.0,3.0,cuda,numba,1.0,0.00390481948853,0.00347018241882,6.8187713623e-05,0.000207072004676,1.0,0.0,0.000207072004676,0.000207072004676,0.000553663998842,3.0,7.82399444245e-06,0.000192159995437,0.000173792004585,4.73279999569e-05,3.0,6.46896359808e-07,1.6672000289e-05,1.51680000126e-05,8.36160015315e-05,3.0,1.45403537655e-06,2.99200005829e-05,2.66880001873e-05,0.00185494405031,3.0,2.03803467222e-06,0.000620800018311,0.000615808010101
77,77,100.0,200.0,2.0,3.0,cuda,numba,2.0,0.00390410423279,0.00347208976746,6.72340393066e-05,0.000207072004676,1.0,0.0,0.000207072004676,0.000207072004676,0.000551520004869,3.0,5.47682822694e-06,0.000187839999795,0.000176096007228,5.03039993346e-05,3.0,2.13865957938e-07,1.70559994876e-05,1.65439993143e-05,8.83200019598e-05,3.0,3.62980393146e-07,2.99520008266e-05,2.91520003229e-05,0.00184809601307,3.0,1.06995453398e-06,0.000617439985275,0.000614848017693
78,78,100.0,200.0,4.0,3.0,numba,numba,0.0,0.000657081604004,0.000237226486206,5.31673431396e-05,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,100.0,200.0,4.0,3.0,numba,numba,1.0,0.000442981719971,0.000237226486206,5.19752502441e-05,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,100.0,200.0,4.0,3.0,numba,numba,2.0,0.000442981719971,0.000238180160522,5.10215759277e-05,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,100.0,200.0,4.0,3.0,cuda,numba,0.0,0.00544381141663,0.00520277023315,7.20024108887e-05,0.000211648002267,1.0,0.0,0.000211648002267,0.000211648002267,0.00056515198946,3.0,1.1340500534e-05,0.000200543999672,0.000173247992992,4.56640012562e-05,3.0,1.07389574516e-06,1.67360007763e-05,1.43680004403e-05,8.28159991652e-05,3.0,8.54798626307e-07,2.87999995053e-05,2.6847999543e-05,0.00353379201889,3.0,8.04486943554e-05,0.00129167997837,0.00111910402775
