,n_samples,rule,kmin,kmax,t_ensemble,t_build,t_sl,t_accuracy_CI,t_accuracy_H,t_sl_disk,t_store,t_accuracy_CI_disk,t_accuracy_H_disk,biggest_cluster,type_mat,n_assocs,n_max_degree,min_degree,max_degree,mean_degree,std_degree,accuracy_CI,accuracy_H,sl_clusts,accuracy_CI_disk,accuracy_H_disk,sl_clusts_disk,round,disk
10,500,sqrt,12,23,0.5931029319763184,0.5931029319763184,0.2527010440826416,0.004617929458618164,,0.4003281593322754,1.4063241481781006,0.004614114761352539,,167,sparse complete,67808,0,86,166,135.61600000000001,36.391819740155888,1.0,,6,1.0,,6,0,False
11,500,sqrt,12,23,0.06269598007202148,0.06269598007202148,0.003670215606689453,0.004642009735107422,,0.24961304664611816,0.04240894317626953,0.004606008529663086,,167,sparse complete,67808,0,86,166,135.61600000000001,36.391819740155888,1.0,,6,1.0,,6,1,False
12,500,sqrt,12,23,0.06264591217041016,0.06264591217041016,0.0035750865936279297,0.0046770572662353516,,0.2214200496673584,0.04211592674255371,0.004097938537597656,,167,sparse complete,67808,0,86,166,135.61600000000001,36.391819740155888,1.0,,6,1.0,,6,2,False
13,500,sqrt,12,23,0.05462789535522461,0.05462789535522461,0.003145933151245117,0.0041348934173583984,,0.21728301048278809,0.036952972412109375,0.004051923751831055,,167,sparse complete,67808,0,86,166,135.61600000000001,36.391819740155888,1.0,,6,1.0,,6,3,False
14,500,sqrt,12,23,0.05450892448425293,0.05450892448425293,0.003072977066040039,0.004024982452392578,,0.21732878684997559,0.03687715530395508,0.0040700435638427734,,167,sparse complete,67808,0,86,166,135.61600000000001,36.391819740155888,1.0,,6,1.0,,6,4,False
15,500,sqrt,12,23,0.3786938190460205,0.3786938190460205,0.0017671585083007812,0.004053831100463867,,0.1404120922088623,0.0363011360168457,0.00398707389831543,,167,sparse condensed const,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,0,False
16,500,sqrt,12,23,0.03579401969909668,0.03579401969909668,0.0018808841705322266,0.0040361881256103516,,0.17172503471374512,0.036309003829956055,0.004060029983520508,,167,sparse condensed const,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,1,False
17,500,sqrt,12,23,0.03582000732421875,0.03582000732421875,0.0017728805541992188,0.0040280818939208984,,0.16971802711486816,0.03609299659729004,0.004044055938720703,,167,sparse condensed const,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,2,False
18,500,sqrt,12,23,0.03585410118103027,0.03585410118103027,0.0017669200897216797,0.0041239261627197266,,0.16939997673034668,0.03608989715576172,0.0040171146392822266,,167,sparse condensed const,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,3,False
19,500,sqrt,12,23,0.03587007522583008,0.03587007522583008,0.0017809867858886719,0.004033088684082031,,0.17079901695251465,0.03603506088256836,0.004045963287353516,,167,sparse condensed const,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,4,False
20,500,sqrt,12,23,0.09124398231506348,0.09124398231506348,0.0017828941345214844,0.003994941711425781,,0.16136479377746582,0.03604316711425781,0.003994941711425781,,167,sparse condensed linear,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,0,False
21,500,sqrt,12,23,0.035678863525390625,0.035678863525390625,0.0017859935760498047,0.004055976867675781,,0.1708540916442871,0.03603696823120117,0.004005908966064453,,167,sparse condensed linear,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,1,False
22,500,sqrt,12,23,0.03573918342590332,0.03573918342590332,0.0017800331115722656,0.00403285026550293,,0.17087602615356445,0.036062002182006836,0.004029989242553711,,167,sparse condensed linear,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,2,False
23,500,sqrt,12,23,0.0359499454498291,0.0359499454498291,0.0018110275268554688,0.0039670467376708984,,0.16962599754333496,0.035961151123046875,0.003991127014160156,,167,sparse condensed linear,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,3,False
24,500,sqrt,12,23,0.03577399253845215,0.03577399253845215,0.0017800331115722656,0.0039789676666259766,,0.16932296752929688,0.03592181205749512,0.0040090084075927734,,167,sparse condensed linear,33904,0,0,166,67.808000000000007,44.68443952876661,1.0,,6,1.0,,6,4,False
25,500,2sqrt,24,46,0.004271984100341797,0.004271984100341797,0.006092071533203125,0.0040700435638427734,,,,,,87,full,976412,0,500,500,500.0,0.0,1.0,,6,,,,0,False
26,500,2sqrt,24,46,0.0045528411865234375,0.0045528411865234375,0.006080150604248047,0.003957033157348633,,,,,,87,full,976412,0,500,500,500.0,0.0,1.0,,6,,,,1,False
27,500,2sqrt,24,46,0.004550933837890625,0.004550933837890625,0.006117105484008789,0.003993034362792969,,,,,,87,full,976412,0,500,500,500.0,0.0,1.0,,6,,,,2,False
28,500,2sqrt,24,46,0.0045528411865234375,0.0045528411865234375,0.00615692138671875,0.003969907760620117,,,,,,87,full,976412,0,500,500,500.0,0.0,1.0,,6,,,,3,False
29,500,2sqrt,24,46,0.004559993743896484,0.004559993743896484,0.006112813949584961,0.003969907760620117,,,,,,87,full,976412,0,500,500,500.0,0.0,1.0,,6,,,,4,False
30,500,2sqrt,24,46,0.003968000411987305,0.003968000411987305,0.005944967269897461,0.00398707389831543,,,,,,87,full condensed,488206,1,0,499,249.5,144.33727862198316,1.0,,6,,,,0,False
31,500,2sqrt,24,46,0.003983020782470703,0.003983020782470703,0.0059468746185302734,0.0040018558502197266,,,,,,87,full condensed,488206,1,0,499,249.5,144.33727862198316,1.0,,6,,,,1,False
32,500,2sqrt,24,46,0.0039708614349365234,0.0039708614349365234,0.005964994430541992,0.0039899349212646484,,,,,,87,full condensed,488206,1,0,499,249.5,144.33727862198316,1.0,,6,,,,2,False
33,500,2sqrt,24,46,0.0039670467376708984,0.0039670467376708984,0.0059359073638916016,0.003993988037109375,,,,,,87,full condensed,488206,1,0,499,249.5,144.33727862198316,1.0,,6,,,,3,False
34,500,2sqrt,24,46,0.003968000411987305,0.003968000411987305,0.005940914154052734,0.004022121429443359,,,,,,87,full condensed,488206,1,0,499,249.5,144.33727862198316,1.0,,6,,,,4,False
