running recursive scan test
sum_ref =  445698416
sum_gpu =  [445698416]
CPU took:     1.43504142761  ms
Kernel took:  2.29692459106  ms
True
         887060 function calls (836406 primitive calls) in 1.728 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 compiler.py:419(_prepare_args)
        4    0.000    0.000    0.002    0.000 compiler.py:422(stage_nopython_rewrites)
        4    0.000    0.000    0.000    0.000 compiler.py:435(stage_annotate_type)
        3    0.000    0.000    0.823    0.274 compiler.py:47(compile_kernel)
        4    0.000    0.000    0.623    0.156 compiler.py:473(backend_nopython_mode)
        1    0.000    0.000    0.000    0.000 compiler.py:480(AutoJitCUDAKernel)
        4    0.000    0.000    0.624    0.156 compiler.py:486(_backend)
        1    0.000    0.000    0.013    0.013 compiler.py:489(__init__)
        4    0.000    0.000    0.624    0.156 compiler.py:533(stage_nopython_backend)
        4    0.000    0.000    0.887    0.222 compiler.py:558(_compile_bytecode)
        4    0.000    0.000    0.929    0.232 compiler.py:585(compile_extra)
       13    0.000    0.000    0.000    0.000 compiler.py:615(_is_nopython_types)
        4    0.000    0.000    0.000    0.000 compiler.py:619(legalize_given_types)
        4    0.000    0.000    0.000    0.000 compiler.py:632(legalize_return_type)
        1    0.000    0.000    0.000    0.000 compiler.py:65(DeviceFunctionTemplate)
        4    0.000    0.000    0.078    0.020 compiler.py:666(translate_stage)
        4    0.000    0.000    0.182    0.046 compiler.py:691(type_inference_stage)
        4    0.000    0.000    0.623    0.156 compiler.py:721(native_lowering_stage)
        4    0.000    0.000    0.012    0.003 compiler.py:75(get_function_attributes)
        1    0.001    0.001    0.001    0.001 compiler.py:99(_Compiler)
        1    0.000    0.000    0.012    0.012 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:19(NumbaWarning)
       21    0.000    0.000    0.000    0.000 config.py:23(_readenv)
        2    0.003    0.001    0.094    0.047 context.py:1(<module>)
       28    0.000    0.000    0.002    0.000 context.py:104(resolve_module_constants)
        1    0.000    0.000    0.000    0.000 context.py:113(resolve_argument_type)
      135    0.001    0.000    0.004    0.000 context.py:131(resolve_data_type)
      134    0.000    0.000    0.004    0.000 context.py:208(resolve_value_type)
        1    0.000    0.000    0.000    0.000 context.py:23(BaseContext)
       53    0.000    0.000    0.000    0.000 context.py:235(get_global_type)
        2    0.000    0.000    0.001    0.001 context.py:244(_load_builtins)
        9    0.001    0.000    0.005    0.001 context.py:247(install)
       53    0.000    0.000    0.000    0.000 context.py:255(_lookup_global)
      373    0.002    0.000    0.003    0.000 context.py:265(_insert_global)
        2    0.000    0.000    0.011    0.005 context.py:27(__init__)
      372    0.001    0.000    0.003    0.000 context.py:278(insert_global)
       43    0.000    0.000    0.000    0.000 context.py:281(insert_attributes)
      188    0.000    0.000    0.000    0.000 context.py:286(insert_function)
        1    0.000    0.000    0.000    0.000 context.py:290(insert_overloaded)
     7909    0.015    0.000    0.042    0.000 context.py:310(type_compatibility)
        2    0.000    0.000    0.000    0.000 context.py:326(unify_types)
        3    0.000    0.000    0.000    0.000 context.py:329(keyfunc)
        1    0.000    0.000    0.000    0.000 context.py:338(unify_pairs)
       77    0.000    0.000    0.000    0.000 context.py:38(get_number_type)
        1    0.000    0.000    0.000    0.000 context.py:386(Context)
        1    0.000    0.000    0.003    0.003 context.py:387(init)
      536    0.001    0.000    0.143    0.000 context.py:55(resolve_function_type)
        1    0.000    0.000    0.000    0.000 context.py:6(Context)
       71    0.000    0.000    0.003    0.000 context.py:69(resolve_getattr)
        1    0.000    0.000    0.000    0.000 context.py:7(__init__)
       86    0.000    0.000    0.006    0.000 context.py:93(resolve_setitem)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
      901    0.001    0.000    0.001    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
  901/454    0.001    0.000    0.011    0.000 contextlib.py:15(__enter__)
  901/454    0.004    0.000    0.009    0.000 contextlib.py:21(__exit__)
       30    0.000    0.000    0.001    0.000 contextlib.py:54(contextmanager)
      901    0.002    0.000    0.003    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.001    0.001 controlflow.py:1(<module>)
        4    0.000    0.000    0.000    0.000 controlflow.py:102(set_entry_point)
        4    0.000    0.000    0.004    0.001 controlflow.py:109(process)
      596    0.000    0.000    0.000    0.000 controlflow.py:144(descendents)
        1    0.000    0.000    0.000    0.000 controlflow.py:15(CFBlock)
        4    0.000    0.000    0.000    0.000 controlflow.py:164(backbone)
       59    0.000    0.000    0.000    0.000 controlflow.py:17(__init__)
     1157    0.001    0.000    0.001    0.000 controlflow.py:180(in_loops)
        4    0.000    0.000    0.000    0.000 controlflow.py:193(nodes)
       10    0.000    0.000    0.000    0.000 controlflow.py:199(topo_order)
      835    0.003    0.000    0.003    0.000 controlflow.py:206(topo_sort)
       73    0.000    0.000    0.000    0.000 controlflow.py:240(_add_edge)
        4    0.000    0.000    0.000    0.000 controlflow.py:247(_remove_node_edges)
       63    0.000    0.000    0.000    0.000 controlflow.py:255(_dfs)
        4    0.000    0.000    0.000    0.000 controlflow.py:268(_eliminate_dead_blocks)
        4    0.000    0.000    0.000    0.000 controlflow.py:282(_find_exit_points)
        8    0.002    0.000    0.002    0.000 controlflow.py:292(_find_dominators_internal)
       59    0.000    0.000    0.000    0.000 controlflow.py:32(__iter__)
        4    0.000    0.000    0.001    0.000 controlflow.py:335(_find_dominators)
        4    0.000    0.000    0.001    0.000 controlflow.py:338(_find_post_dominators)
        4    0.000    0.000    0.000    0.000 controlflow.py:358(_find_back_edges)
        1    0.000    0.000    0.000    0.000 controlflow.py:36(Loop)
       64    0.000    0.000    0.000    0.000 controlflow.py:369(<genexpr>)
        4    0.000    0.000    0.000    0.000 controlflow.py:372(_find_topo_order)
     72/4    0.000    0.000    0.000    0.000 controlflow.py:378(_dfs_rec)
        4    0.000    0.000    0.000    0.000 controlflow.py:390(_find_descendents)
        4    0.000    0.000    0.000    0.000 controlflow.py:400(_find_loops)
       63    0.000    0.000    0.000    0.000 controlflow.py:437(<genexpr>)
        5    0.000    0.000    0.000    0.000 controlflow.py:440(<lambda>)
        1    0.000    0.000    0.000    0.000 controlflow.py:452(ControlFlowAnalysis)
        4    0.000    0.000    0.000    0.000 controlflow.py:469(__init__)
      126    0.000    0.000    0.000    0.000 controlflow.py:489(iterliveblocks)
      132    0.000    0.000    0.000    0.000 controlflow.py:497(incoming_blocks)
        4    0.002    0.000    0.010    0.003 controlflow.py:508(run)
      575    0.001    0.000    0.001    0.000 controlflow.py:52(__hash__)
       63    0.000    0.000    0.000    0.000 controlflow.py:539(<genexpr>)
        1    0.000    0.000    0.000    0.000 controlflow.py:56(CFGraph)
       56    0.000    0.000    0.000    0.000 controlflow.py:562(jump)
      589    0.001    0.000    0.003    0.000 controlflow.py:569(_iter_inst)
      585    0.001    0.000    0.001    0.000 controlflow.py:576(_use_new_block)
       59    0.000    0.000    0.000    0.000 controlflow.py:587(_start_new_block)
        5    0.000    0.000    0.000    0.000 controlflow.py:592(op_SETUP_LOOP)
        5    0.000    0.000    0.000    0.000 controlflow.py:597(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 controlflow.py:600(op_FOR_ITER)
       18    0.000    0.000    0.000    0.000 controlflow.py:605(_op_ABSOLUTE_JUMP_IF)
        4    0.000    0.000    0.000    0.000 controlflow.py:61(__init__)
        5    0.000    0.000    0.000    0.000 controlflow.py:623(op_JUMP_ABSOLUTE)
       13    0.000    0.000    0.000    0.000 controlflow.py:627(op_JUMP_FORWARD)
        5    0.000    0.000    0.000    0.000 controlflow.py:631(op_RETURN_VALUE)
       59    0.000    0.000    0.000    0.000 controlflow.py:68(add_node)
       73    0.000    0.000    0.000    0.000 controlflow.py:75(add_edge)
      988    0.001    0.000    0.001    0.000 controlflow.py:86(successors)
       12    0.000    0.000    0.000    0.000 copy.py:306(_reconstruct)
       12    0.000    0.000    0.001    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
       12    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        4    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.006    0.006 core.py:1(<module>)
      547    0.001    0.000    0.002    0.000 core.py:103(int)
        1    0.000    0.000    0.000    0.000 core.py:1039(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1059(__init__)
       95    0.000    0.000    0.000    0.000 core.py:107(int_signextend)
       40    0.000    0.000    0.001    0.000 core.py:109(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:115(struct)
      904    0.001    0.000    0.003    0.000 core.py:119(null)
       24    0.000    0.000    0.000    0.000 core.py:12(<lambda>)
        7    0.000    0.000    0.000    0.000 core.py:123(undef)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        5    0.000    0.000    0.000    0.000 core.py:135(array)
        6    0.000    0.000    0.000    0.000 core.py:139(bitcast)
        1    0.000    0.000    0.000    0.000 core.py:152(Module)
       16    0.000    0.000    0.000    0.000 core.py:153(new)
       71    0.000    0.000    0.005    0.000 core.py:157(get_or_insert_function)
       12    0.000    0.000    0.003    0.000 core.py:166(add_function)
       35    0.000    0.000    0.001    0.000 core.py:169(add_global_variable)
        5    0.000    0.000    0.000    0.000 core.py:173(get_global_variable_named)
        3    0.000    0.000    0.000    0.000 core.py:179(get_or_insert_named_metadata)
        1    0.000    0.000    0.000    0.000 core.py:186(Function)
        1    0.000    0.000    0.000    0.000 core.py:197(Builder)
        8    0.000    0.000    0.000    0.000 core.py:198(new)
       84    0.001    0.000    0.004    0.000 core.py:202(icmp)
        1    0.002    0.002    0.003    0.003 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2255(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2260(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2404(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2433(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2439(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2446(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2473(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:249(MetaDataString)
       17    0.000    0.000    0.000    0.000 core.py:250(get)
        1    0.000    0.000    0.000    0.000 core.py:255(MetaData)
       17    0.000    0.000    0.002    0.000 core.py:256(get)
        1    0.000    0.000    0.000    0.000 core.py:2586(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:261(InlineAsm)
        1    0.000    0.000    0.000    0.000 core.py:5636(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:5832(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5838(__new__)
        1    0.000    0.000    0.000    0.000 core.py:5841(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:5942(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:5997(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5999(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6009(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6011(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6053(_frommethod)
       23    0.000    0.000    0.001    0.000 core.py:6063(__init__)
       23    0.000    0.000    0.001    0.000 core.py:6068(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:61(Type)
      562    0.001    0.000    0.003    0.000 core.py:62(int)
        1    0.000    0.000    0.000    0.000 core.py:66(float)
        3    0.000    0.000    0.000    0.000 core.py:70(double)
        1    0.000    0.000    0.000    0.000 core.py:7278(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7290(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7295(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:739(_DomainCheckInterval)
       27    0.000    0.000    0.000    0.000 core.py:74(pointer)
        3    0.000    0.000    0.000    0.000 core.py:747(__init__)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:767(__init__)
        1    0.000    0.000    0.000    0.000 core.py:777(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:779(__init__)
       74    0.002    0.000    0.002    0.000 core.py:78(function)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8(LLVMException)
        1    0.000    0.000    0.000    0.000 core.py:806(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:808(__init__)
        1    0.000    0.000    0.000    0.000 core.py:817(_MaskedUnaryOperation)
        5    0.000    0.000    0.000    0.000 core.py:82(struct)
       27    0.000    0.000    0.000    0.000 core.py:834(__init__)
        9    0.000    0.000    0.000    0.000 core.py:86(array)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedBinaryOperation)
       15    0.000    0.000    0.000    0.000 core.py:90(void)
       18    0.000    0.000    0.000    0.000 core.py:913(__init__)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:95(Constant)
        1    0.001    0.001    0.012    0.012 cparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cparser.py:95(Parser)
        1    0.000    0.000    0.000    0.000 cparser.py:97(__init__)
        1    0.003    0.003    0.055    0.055 cpu.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cpu.py:104(post_lowering)
        1    0.000    0.000    0.044    0.044 cpu.py:118(create_cpython_wrapper)
        1    0.000    0.000    0.030    0.030 cpu.py:129(get_executable)
        1    0.000    0.000    0.000    0.000 cpu.py:166(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 cpu.py:23(ClosureBody)
        1    0.000    0.000    0.000    0.000 cpu.py:27(EnvBody)
        1    0.000    0.000    0.000    0.000 cpu.py:34(CPUContext)
        1    0.000    0.000    0.000    0.000 cpu.py:39(create_module)
        1    0.000    0.000    0.018    0.018 cpu.py:42(init)
        2    0.000    0.000    0.000    0.000 cpu.py:69(jit_codegen)
        1    0.000    0.000    0.000    0.000 cpu.py:72(call_conv)
        1    0.000    0.000    0.000    0.000 cpu.py:76(get_env_from_closure)
        1    0.000    0.000    0.000    0.000 ctypes_support.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:3(<module>)
       54    0.000    0.000    0.001    0.000 ctypes_utils.py:43(is_ctypes_funcptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:303(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.001    0.001    0.002    0.002 cudadecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cudadecl.py:105(Cuda_atomic_max)
        1    0.000    0.000    0.000    0.000 cudadecl.py:124(Cuda_threadIdx)
        1    0.000    0.000    0.000    0.000 cudadecl.py:138(Cuda_blockIdx)
        1    0.000    0.000    0.000    0.000 cudadecl.py:152(Cuda_blockDim)
        1    0.000    0.000    0.000    0.000 cudadecl.py:166(Cuda_gridDim)
        1    0.000    0.000    0.000    0.000 cudadecl.py:17(Cuda_grid)
        1    0.000    0.000    0.000    0.000 cudadecl.py:180(CudaSharedModuleTemplate)
        8    0.000    0.000    0.000    0.000 cudadecl.py:184(resolve_array)
        1    0.000    0.000    0.000    0.000 cudadecl.py:188(CudaConstModuleTemplate)
        1    0.000    0.000    0.000    0.000 cudadecl.py:196(CudaLocalModuleTemplate)
        1    0.000    0.000    0.000    0.000 cudadecl.py:204(CudaAtomicTemplate)
        1    0.000    0.000    0.000    0.000 cudadecl.py:21(Cuda_gridsize)
        1    0.000    0.000    0.000    0.000 cudadecl.py:215(CudaModuleTemplate)
        8    0.000    0.000    0.000    0.000 cudadecl.py:219(resolve_grid)
        8    0.000    0.000    0.000    0.000 cudadecl.py:225(resolve_threadIdx)
        8    0.000    0.000    0.000    0.000 cudadecl.py:228(resolve_blockIdx)
        5    0.000    0.000    0.000    0.000 cudadecl.py:231(resolve_blockDim)
        8    0.000    0.000    0.000    0.000 cudadecl.py:237(resolve_shared)
       18    0.000    0.000    0.000    0.000 cudadecl.py:240(resolve_syncthreads)
        1    0.000    0.000    0.000    0.000 cudadecl.py:25(Cuda_threadIdx_x)
        1    0.000    0.000    0.000    0.000 cudadecl.py:29(Cuda_threadIdx_y)
        1    0.000    0.000    0.000    0.000 cudadecl.py:33(Cuda_threadIdx_z)
        1    0.000    0.000    0.000    0.000 cudadecl.py:37(Cuda_blockIdx_x)
        1    0.000    0.000    0.000    0.000 cudadecl.py:41(Cuda_blockIdx_y)
        1    0.000    0.000    0.000    0.000 cudadecl.py:45(Cuda_blockIdx_z)
        1    0.000    0.000    0.000    0.000 cudadecl.py:49(Cuda_blockDim_x)
        1    0.000    0.000    0.000    0.000 cudadecl.py:53(Cuda_blockDim_y)
        1    0.000    0.000    0.000    0.000 cudadecl.py:57(Cuda_blockDim_z)
        1    0.000    0.000    0.000    0.000 cudadecl.py:61(Cuda_gridDim_x)
        1    0.000    0.000    0.000    0.000 cudadecl.py:65(Cuda_gridDim_y)
        1    0.000    0.000    0.000    0.000 cudadecl.py:69(Cuda_gridDim_z)
        1    0.000    0.000    0.000    0.000 cudadecl.py:73(Cuda_shared_array)
        1    0.000    0.000    0.000    0.000 cudadecl.py:77(Cuda_local_array)
        1    0.000    0.000    0.000    0.000 cudadecl.py:81(Cuda_const_arraylike)
        1    0.000    0.000    0.000    0.000 cudadecl.py:85(Cuda_syncthreads)
        1    0.000    0.000    0.000    0.000 cudadecl.py:91(Cuda_atomic_add)
        1    0.000    0.000    0.001    0.001 cudaimpl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cudaimpl.py:162(_get_unique_smem_id)
        3    0.000    0.000    0.001    0.000 cudaimpl.py:18(ptx_grid1d)
        3    0.000    0.000    0.007    0.002 cudaimpl.py:182(ptx_smem_alloc_array)
        7    0.000    0.000    0.001    0.000 cudaimpl.py:212(ptx_syncthreads)
        3    0.000    0.000    0.000    0.000 cudaimpl.py:340(_get_target_data)
        3    0.000    0.000    0.007    0.002 cudaimpl.py:344(_generic_array)
        3    0.000    0.000    0.006    0.002 cudaimpl.py:386(_make_array)
       12    0.000    0.000    0.000    0.000 cudaimpl.py:88(ptx_sreg_template)
        8    0.000    0.000    0.001    0.000 cudaimpl.py:89(ptx_sreg_impl)
        1    0.001    0.001    0.003    0.003 cudamath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cudamath.py:116(Math_unary)
        1    0.000    0.000    0.000    0.000 cudamath.py:12(MathModuleAttribute)
        1    0.000    0.000    0.000    0.000 cudamath.py:125(Math_fabs)
        1    0.000    0.000    0.000    0.000 cudamath.py:129(Math_exp)
        1    0.000    0.000    0.000    0.000 cudamath.py:134(Math_expm1)
        1    0.000    0.000    0.000    0.000 cudamath.py:138(Math_sqrt)
        1    0.000    0.000    0.000    0.000 cudamath.py:142(Math_log)
        1    0.000    0.000    0.000    0.000 cudamath.py:146(Math_log1p)
        1    0.000    0.000    0.000    0.000 cudamath.py:150(Math_log10)
        1    0.000    0.000    0.000    0.000 cudamath.py:154(Math_sin)
        1    0.000    0.000    0.000    0.000 cudamath.py:158(Math_cos)
        1    0.000    0.000    0.000    0.000 cudamath.py:162(Math_tan)
        1    0.000    0.000    0.000    0.000 cudamath.py:166(Math_sinh)
        1    0.000    0.000    0.000    0.000 cudamath.py:170(Math_cosh)
        1    0.000    0.000    0.000    0.000 cudamath.py:174(Math_tanh)
        1    0.000    0.000    0.000    0.000 cudamath.py:178(Math_asin)
        1    0.000    0.000    0.000    0.000 cudamath.py:182(Math_acos)
        1    0.000    0.000    0.000    0.000 cudamath.py:186(Math_atan)
        1    0.000    0.000    0.000    0.000 cudamath.py:190(Math_atan2)
        1    0.000    0.000    0.000    0.000 cudamath.py:200(Math_asinh)
        1    0.000    0.000    0.000    0.000 cudamath.py:204(Math_acosh)
        1    0.000    0.000    0.000    0.000 cudamath.py:208(Math_atanh)
        1    0.000    0.000    0.000    0.000 cudamath.py:212(Math_floor)
        1    0.000    0.000    0.000    0.000 cudamath.py:216(Math_ceil)
        1    0.000    0.000    0.000    0.000 cudamath.py:220(Math_trunc)
        1    0.000    0.000    0.000    0.000 cudamath.py:224(Math_radians)
        1    0.000    0.000    0.000    0.000 cudamath.py:228(Math_degrees)
        1    0.000    0.000    0.000    0.000 cudamath.py:242(Math_binary)
        1    0.000    0.000    0.000    0.000 cudamath.py:249(Math_copysign)
        1    0.000    0.000    0.000    0.000 cudamath.py:253(Math_fmod)
        1    0.000    0.000    0.000    0.000 cudamath.py:257(Math_pow)
        1    0.000    0.000    0.002    0.002 cudamath.py:267(Math_isnan)
        1    0.000    0.000    0.000    0.000 cudamath.py:277(Math_isinf)
        1    0.000    0.000    0.000    0.000 dataflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataflow.py:10(DataFlowAnalysis)
        5    0.000    0.000    0.000    0.000 dataflow.py:101(pop_syntax_block)
        6    0.000    0.000    0.000    0.000 dataflow.py:111(op_DUP_TOPX)
        6    0.000    0.000    0.000    0.000 dataflow.py:128(op_ROT_THREE)
        4    0.000    0.000    0.000    0.000 dataflow.py:18(__init__)
        7    0.000    0.000    0.000    0.000 dataflow.py:181(op_POP_TOP)
       48    0.000    0.000    0.000    0.000 dataflow.py:193(op_STORE_FAST)
      161    0.000    0.000    0.001    0.000 dataflow.py:203(op_LOAD_FAST)
       87    0.000    0.000    0.000    0.000 dataflow.py:209(op_LOAD_CONST)
       25    0.000    0.000    0.000    0.000 dataflow.py:214(op_LOAD_GLOBAL)
       35    0.000    0.000    0.000    0.000 dataflow.py:224(op_LOAD_ATTR)
       26    0.000    0.000    0.000    0.000 dataflow.py:230(op_BINARY_SUBSCR)
       24    0.000    0.000    0.000    0.000 dataflow.py:237(op_STORE_SUBSCR)
        4    0.000    0.000    0.009    0.002 dataflow.py:24(run)
        1    0.000    0.000    0.000    0.000 dataflow.py:243(op_GET_ITER)
        1    0.000    0.000    0.000    0.000 dataflow.py:249(op_FOR_ITER)
       14    0.000    0.000    0.001    0.000 dataflow.py:257(_op_call_function)
        6    0.000    0.000    0.000    0.000 dataflow.py:261(pop_kws)
       14    0.000    0.000    0.001    0.000 dataflow.py:276(op_CALL_FUNCTION)
       59    0.001    0.000    0.009    0.000 dataflow.py:28(run_on_block)
       93    0.000    0.000    0.001    0.000 dataflow.py:306(_binaryop)
       18    0.000    0.000    0.000    0.000 dataflow.py:482(op_POP_JUMP_IF_FALSE)
        5    0.000    0.000    0.000    0.000 dataflow.py:500(op_JUMP_ABSOLUTE)
       13    0.000    0.000    0.000    0.000 dataflow.py:504(op_JUMP_FORWARD)
        5    0.000    0.000    0.000    0.000 dataflow.py:513(op_RETURN_VALUE)
        5    0.000    0.000    0.000    0.000 dataflow.py:523(op_SETUP_LOOP)
        5    0.000    0.000    0.000    0.000 dataflow.py:527(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 dataflow.py:544(LoopBlock)
        5    0.000    0.000    0.000    0.000 dataflow.py:547(__init__)
        1    0.000    0.000    0.000    0.000 dataflow.py:551(BlockInfo)
       59    0.000    0.000    0.000    0.000 dataflow.py:552(__init__)
      464    0.001    0.000    0.001    0.000 dataflow.py:578(make_temp)
      486    0.000    0.000    0.000    0.000 dataflow.py:583(push)
      487    0.000    0.000    0.001    0.000 dataflow.py:587(pop)
        2    0.000    0.000    0.000    0.000 dataflow.py:602(make_incoming)
        2    0.000    0.000    0.000    0.000 dataflow.py:615(request_outgoing)
        1    0.000    0.000    0.000    0.000 dataflow.py:632(tos)
      572    0.000    0.000    0.001    0.000 dataflow.py:638(append)
       41    0.000    0.000    0.000    0.000 dataflow.py:646(terminator)
      585    0.001    0.000    0.006    0.000 dataflow.py:77(dispatch)
        6    0.000    0.000    0.000    0.000 dataflow.py:82(dup_topx)
        5    0.000    0.000    0.000    0.000 dataflow.py:94(add_syntax_block)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:304(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:361(decode)
        2    0.000    0.000    0.000    0.000 decoder.py:372(raw_decode)
        3    0.001    0.000    0.012    0.004 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:10(_BaseVectorize)
        1    0.000    0.000    0.013    0.013 decorators.py:105(autojit)
        3    0.000    0.000    0.001    0.000 decorators.py:115(convert_types)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        4    0.000    0.000    0.014    0.003 decorators.py:16(jit)
        1    0.000    0.000    0.000    0.000 decorators.py:160(_jit)
        1    0.000    0.000    0.163    0.163 decorators.py:163(wrapper)
        1    0.000    0.000    0.000    0.000 decorators.py:24(DeprecationError)
        1    0.000    0.000    0.000    0.000 decorators.py:25(Vectorize)
        1    0.000    0.000    0.000    0.000 decorators.py:27(DisableJitWrapper)
        1    0.000    0.000    0.251    0.251 decorators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:34(GUVectorize)
        1    0.000    0.000    0.000    0.000 decorators.py:35(ExportEntry)
        1    0.000    0.000    0.000    0.000 decorators.py:38(jit)
        3    0.000    0.000    1.160    0.387 decorators.py:85(kernel_jit)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.013    0.013 descriptor.py:1(<module>)
        1    0.000    0.000    0.011    0.011 descriptor.py:11(CUDATargetDesc)
        1    0.000    0.000    0.000    0.000 descriptor.py:7(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 descriptors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:7(TargetDescriptor)
        1    0.000    0.000    0.024    0.024 device_init.py:1(<module>)
        3    0.000    0.000    0.000    0.000 devicearray.py:113(_default_stream)
       11    0.000    0.000    0.000    0.000 devicearray.py:125(device_ctypes_pointer)
        1    0.000    0.000    0.001    0.001 devicearray.py:134(copy_to_device)
        2    0.000    0.000    0.004    0.002 devicearray.py:151(copy_to_host)
        1    0.000    0.000    0.000    0.000 devicearray.py:241(DeviceRecord)
        1    0.000    0.000    0.000    0.000 devicearray.py:260(DeviceNDArray)
        1    0.000    0.000    0.000    0.000 devicearray.py:350(MappedNDArray)
        1    0.000    0.000    0.001    0.001 devicearray.py:359(from_array_like)
        1    0.000    0.000    0.000    0.000 devicearray.py:378(sentry_contiguous)
        9    0.000    0.000    0.001    0.000 devicearray.py:388(auto_device)
        1    0.000    0.000    0.000    0.000 devicearray.py:4(<module>)
        1    0.000    0.000    0.000    0.000 devicearray.py:49(DeviceNDArrayBase)
        1    0.000    0.000    0.001    0.001 devicearray.py:5(<module>)
        3    0.000    0.000    0.001    0.000 devicearray.py:55(__init__)
        1    0.000    0.000    0.000    0.000 devices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 devices.py:1(FakeCUDAContext)
       15    0.000    0.000    0.000    0.000 devices.py:119(current_context)
        1    0.001    0.001    0.006    0.006 devices.py:12(<module>)
        1    0.000    0.000    0.023    0.023 devices.py:130(_create_context)
