,Unnamed: 0,n_samples,rule,kmin,kmax,t_ensemble,t_build,t_sl,t_accuracy_CI,t_accuracy_H,t_sl_disk,t_store,t_accuracy_CI_disk,t_accuracy_H_disk,biggest_cluster,type_mat,n_assocs,n_max_degree,min_degree,max_degree,mean_degree,std_degree,accuracy_CI,accuracy_H,sl_clusts,accuracy_CI_disk,accuracy_H_disk,sl_clusts_disk,round,disk
209,209,1000.0,sqrt,16.0,32.0,0.00905799865723,0.00905799865723,0.014034986496,0.00632286071777,,,,,,182.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,4.0,False
210,210,1000.0,sqrt,16.0,32.0,0.162291049957,0.162291049957,0.00907015800476,0.00642108917236,,0.3649289608,0.0728299617767,0.00648999214172,,182.0,sparse complete,179314.0,0.0,153.0,334.0,179.314,31.2677374301,0.847,,5.0,0.847,,5.0,0.0,False
211,211,1000.0,sqrt,16.0,32.0,0.162673950195,0.162673950195,0.00911402702332,0.00637888908386,,0.363833904266,0.0724349021912,0.0064389705658,,182.0,sparse complete,179314.0,0.0,153.0,334.0,179.314,31.2677374301,0.847,,5.0,0.847,,5.0,1.0,False
212,212,1000.0,sqrt,16.0,32.0,0.162102937698,0.162102937698,0.00926804542542,0.00644993782043,,0.366029024124,0.0729439258575,0.00652194023132,,182.0,sparse complete,179314.0,0.0,153.0,334.0,179.314,31.2677374301,0.847,,5.0,0.847,,5.0,2.0,False
213,213,1000.0,sqrt,16.0,32.0,0.171869039536,0.171869039536,0.0111300945282,0.0065450668335,,0.364809989929,0.0723779201508,0.00653982162476,,182.0,sparse complete,179314.0,0.0,153.0,334.0,179.314,31.2677374301,0.847,,5.0,0.847,,5.0,3.0,False
214,214,1000.0,sqrt,16.0,32.0,0.162823200226,0.162823200226,0.00919413566589,0.00643801689148,,0.365167140961,0.0731670856476,0.00652813911438,,182.0,sparse complete,179314.0,0.0,153.0,334.0,179.314,31.2677374301,0.847,,5.0,0.847,,5.0,4.0,False
215,215,1000.0,sqrt,16.0,32.0,0.103935003281,0.103935003281,0.00480794906616,0.00634908676147,,0.287097215652,0.0710680484772,0.00650191307068,,182.0,sparse condensed const,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,0.0,False
216,216,1000.0,sqrt,16.0,32.0,0.103882074356,0.103882074356,0.00476717948914,0.00644493103027,,0.285952806473,0.0706789493561,0.00651001930237,,182.0,sparse condensed const,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,1.0,False
217,217,1000.0,sqrt,16.0,32.0,0.103950977325,0.103950977325,0.00471496582031,0.00644397735596,,0.288318872452,0.0708179473877,0.00649309158325,,182.0,sparse condensed const,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,2.0,False
218,218,1000.0,sqrt,16.0,32.0,0.103672981262,0.103672981262,0.00472092628479,0.00631999969482,,0.285593032837,0.0706269741058,0.0064709186554,,182.0,sparse condensed const,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,3.0,False
219,219,1000.0,sqrt,16.0,32.0,0.103820085526,0.103820085526,0.00472903251648,0.00642204284668,,0.285602807999,0.0705771446228,0.00647592544556,,182.0,sparse condensed const,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,4.0,False
220,220,1000.0,sqrt,16.0,32.0,0.103672027588,0.103672027588,0.00466585159302,0.00646591186523,,0.285367012024,0.0706479549408,0.00648307800293,,182.0,sparse condensed linear,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,0.0,False
221,221,1000.0,sqrt,16.0,32.0,0.103765964508,0.103765964508,0.00467205047607,0.00646901130676,,0.287884950638,0.070464849472,0.00650906562805,,182.0,sparse condensed linear,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,1.0,False
222,222,1000.0,sqrt,16.0,32.0,0.103698968887,0.103698968887,0.0046718120575,0.006352186203,,0.284844875336,0.0703551769257,0.00651001930237,,182.0,sparse condensed linear,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,2.0,False
223,223,1000.0,sqrt,16.0,32.0,0.103584051132,0.103584051132,0.00467205047607,0.0064001083374,,0.286046028137,0.0705261230469,0.00647377967834,,182.0,sparse condensed linear,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,3.0,False
224,224,1000.0,sqrt,16.0,32.0,0.103811979294,0.103811979294,0.00469899177551,0.00633382797241,,0.293750047684,0.0709140300751,0.00643992424011,,182.0,sparse condensed linear,89657.0,0.0,0.0,301.0,89.657,55.1879819435,0.847,,5.0,0.847,,5.0,4.0,False
225,225,1000.0,2sqrt,32.0,64.0,0.00825786590576,0.00825786590576,0.0142159461975,0.00642108917236,,,,,,177.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,0.0,False
226,226,1000.0,2sqrt,32.0,64.0,0.00873899459839,0.00873899459839,0.0142970085144,0.00644588470459,,,,,,177.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,1.0,False
227,227,1000.0,2sqrt,32.0,64.0,0.00874710083008,0.00874710083008,0.0143649578094,0.00636911392212,,,,,,177.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,2.0,False
228,228,1000.0,2sqrt,32.0,64.0,0.00875496864319,0.00875496864319,0.0143270492554,0.00645613670349,,,,,,177.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,3.0,False
229,229,1000.0,2sqrt,32.0,64.0,0.00874280929565,0.00874280929565,0.0141401290894,0.0063419342041,,,,,,177.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,4.0,False
230,230,1000.0,2sqrt,32.0,64.0,0.0078821182251,0.0078821182251,0.0136930942535,0.00641489028931,,,,,,177.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,0.0,False
231,231,1000.0,2sqrt,32.0,64.0,0.00789713859558,0.00789713859558,0.0137860774994,0.00633502006531,,,,,,177.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,1.0,False
232,232,1000.0,2sqrt,32.0,64.0,0.00786685943604,0.00786685943604,0.0136368274689,0.00640606880188,,,,,,177.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,2.0,False
233,233,1000.0,2sqrt,32.0,64.0,0.00786089897156,0.00786089897156,0.0136499404907,0.00636196136475,,,,,,177.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,3.0,False
234,234,1000.0,2sqrt,32.0,64.0,0.00784993171692,0.00784993171692,0.0137650966644,0.00633096694946,,,,,,177.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,4.0,False
235,235,1000.0,2sqrt,32.0,64.0,0.0953431129456,0.0953431129456,0.00667309761047,0.0064868927002,,0.36296081543,0.0718400478363,0.00650191307068,,177.0,sparse complete,141508.0,0.0,90.0,202.0,141.508,24.2322911835,0.847,,5.0,0.847,,5.0,0.0,False
236,236,1000.0,2sqrt,32.0,64.0,0.098708152771,0.098708152771,0.00667095184326,0.00640797615051,,0.36713218689,0.0720028877258,0.00646185874939,,177.0,sparse complete,141508.0,0.0,90.0,202.0,141.508,24.2322911835,0.847,,5.0,0.847,,5.0,1.0,False
237,237,1000.0,2sqrt,32.0,64.0,0.0953650474548,0.0953650474548,0.0109579563141,0.00684309005737,,0.368340015411,0.0724120140076,0.00649785995483,,177.0,sparse complete,141508.0,0.0,90.0,202.0,141.508,24.2322911835,0.847,,5.0,0.847,,5.0,2.0,False
238,238,1000.0,2sqrt,32.0,64.0,0.0954251289368,0.0954251289368,0.00674605369568,0.00645089149475,,0.367499113083,0.0719258785248,0.00655603408813,,177.0,sparse complete,141508.0,0.0,90.0,202.0,141.508,24.2322911835,0.847,,5.0,0.847,,5.0,3.0,False
239,239,1000.0,2sqrt,32.0,64.0,0.0954141616821,0.0954141616821,0.00681710243225,0.00643992424011,,0.365257978439,0.0723569393158,0.00648307800293,,177.0,sparse complete,141508.0,0.0,90.0,202.0,141.508,24.2322911835,0.847,,5.0,0.847,,5.0,4.0,False
240,240,1000.0,2sqrt,32.0,64.0,0.060882806778,0.060882806778,0.00353789329529,0.00640392303467,,0.262446880341,0.0701730251312,0.00652813911438,,177.0,sparse condensed const,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,0.0,False
241,241,1000.0,2sqrt,32.0,64.0,0.0608220100403,0.0608220100403,0.00354909896851,0.00650191307068,,0.264092922211,0.0700368881226,0.00660490989685,,177.0,sparse condensed const,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,1.0,False
242,242,1000.0,2sqrt,32.0,64.0,0.0607821941376,0.0607821941376,0.00355792045593,0.00639986991882,,0.26224398613,0.0699598789215,0.00664710998535,,177.0,sparse condensed const,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,2.0,False
243,243,1000.0,2sqrt,32.0,64.0,0.0607769489288,0.0607769489288,0.00353908538818,0.00642013549805,,0.261626005173,0.0699849128723,0.00648188591003,,177.0,sparse condensed const,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,3.0,False
244,244,1000.0,2sqrt,32.0,64.0,0.0607681274414,0.0607681274414,0.00354599952698,0.00642991065979,,0.263079166412,0.0699870586395,0.00658178329468,,177.0,sparse condensed const,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,4.0,False
245,245,1000.0,2sqrt,32.0,64.0,0.0606451034546,0.0606451034546,0.00352811813354,0.00631809234619,,0.261991024017,0.069354057312,0.00642013549805,,177.0,sparse condensed linear,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,0.0,False
246,246,1000.0,2sqrt,32.0,64.0,0.0608360767365,0.0608360767365,0.00354385375977,0.0063910484314,,0.261142969131,0.0692241191864,0.00648093223572,,177.0,sparse condensed linear,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,1.0,False
247,247,1000.0,2sqrt,32.0,64.0,0.0606439113617,0.0606439113617,0.00353813171387,0.00647687911987,,0.261565923691,0.0694651603699,0.00652384757996,,177.0,sparse condensed linear,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,2.0,False
248,248,1000.0,2sqrt,32.0,64.0,0.0605959892273,0.0605959892273,0.00348210334778,0.00637197494507,,0.262028932571,0.06907081604,0.00648784637451,,177.0,sparse condensed linear,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,3.0,False
249,249,1000.0,2sqrt,32.0,64.0,0.0605511665344,0.0605511665344,0.00408101081848,0.0127401351929,,0.26184296608,0.06973695755,0.00689077377319,,177.0,sparse condensed linear,70754.0,0.0,0.0,193.0,70.754,43.4062378467,0.847,,5.0,0.847,,5.0,4.0,False
250,250,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00801205635071,0.00801205635071,0.0143089294434,0.00640106201172,,,,,,53.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,0.0,False
251,251,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00881600379944,0.00881600379944,0.0144901275635,0.00633597373962,,,,,,53.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,1.0,False
252,252,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00882196426392,0.00882196426392,0.014340877533,0.0064160823822,,,,,,53.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,2.0,False
253,253,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00883603096008,0.00883603096008,0.0143060684204,0.00642991065979,,,,,,53.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,3.0,False
254,254,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00885605812073,0.00885605812073,0.0144338607788,0.00629997253418,,,,,,53.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.847,,5.0,,,,4.0,False
255,255,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00861620903015,0.00861620903015,0.0138070583344,0.00629711151123,,,,,,53.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,0.0,False
256,256,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00862097740173,0.00862097740173,0.0136802196503,0.0064160823822,,,,,,53.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,1.0,False
257,257,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00861883163452,0.00861883163452,0.0136380195618,0.00629901885986,,,,,,53.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,2.0,False
258,258,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.00862908363342,0.00862908363342,0.0137798786163,0.00636696815491,,,,,,53.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,3.0,False
259,259,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0086350440979,0.0086350440979,0.0137939453125,0.00638699531555,,,,,,53.0,full condensed,499500.0,1.0,0.0,999.0,499.5,288.674990257,0.847,,5.0,,,,4.0,False
260,260,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.064110994339,0.064110994339,0.00994801521301,0.00774121284485,,0.287369966507,0.0756068229675,0.00645208358765,,53.0,sparse complete,74852.0,0.0,37.0,127.0,74.852,16.7747457805,0.847,,5.0,0.847,,5.0,0.0,False
261,261,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.064334154129,0.064334154129,0.0117027759552,0.00643181800842,,0.289094209671,0.0692789554596,0.00642514228821,,53.0,sparse complete,74852.0,0.0,37.0,127.0,74.852,16.7747457805,0.847,,5.0,0.847,,5.0,1.0,False
262,262,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0642490386963,0.0642490386963,0.00385403633118,0.00637984275818,,0.286437034607,0.0695831775665,0.00640106201172,,53.0,sparse complete,74852.0,0.0,37.0,127.0,74.852,16.7747457805,0.847,,5.0,0.847,,5.0,2.0,False
263,263,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0641620159149,0.0641620159149,0.00385880470276,0.00629878044128,,0.287971019745,0.0692610740662,0.00638604164124,,53.0,sparse complete,74852.0,0.0,37.0,127.0,74.852,16.7747457805,0.847,,5.0,0.847,,5.0,3.0,False
264,264,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0642919540405,0.0642919540405,0.0038480758667,0.00640511512756,,0.287492990494,0.0695269107819,0.00646090507507,,53.0,sparse complete,74852.0,0.0,37.0,127.0,74.852,16.7747457805,0.847,,5.0,0.847,,5.0,4.0,False
265,265,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0409290790558,0.0409290790558,0.00221514701843,0.00639700889587,,0.257994890213,0.0684428215027,0.00643110275269,,53.0,sparse condensed const,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,0.0,False
266,266,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0410799980164,0.0410799980164,0.00222110748291,0.00637793540955,,0.25735616684,0.0681669712067,0.00636315345764,,53.0,sparse condensed const,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,1.0,False
267,267,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.040953874588,0.040953874588,0.0022280216217,0.00627779960632,,0.251247167587,0.0682368278503,0.00646495819092,,53.0,sparse condensed const,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,2.0,False
268,268,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0408368110657,0.0408368110657,0.0022029876709,0.00641417503357,,0.221570968628,0.0678958892822,0.00633788108826,,53.0,sparse condensed const,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,3.0,False
269,269,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0409820079803,0.0409820079803,0.00220704078674,0.00642108917236,,0.221429109573,0.067638874054,0.0063362121582,,53.0,sparse condensed const,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,4.0,False
270,270,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0408902168274,0.0408902168274,0.00231909751892,0.00647306442261,,0.222412109375,0.0677230358124,0.00639510154724,,53.0,sparse condensed linear,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,0.0,False
271,271,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0408430099487,0.0408430099487,0.00633811950684,0.00825095176697,,0.220858812332,0.0670599937439,0.00645685195923,,53.0,sparse condensed linear,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,1.0,False
272,272,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.0408070087433,0.0408070087433,0.00221300125122,0.00640416145325,,0.220672130585,0.0674710273743,0.00647306442261,,53.0,sparse condensed linear,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,2.0,False
273,273,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.040962934494,0.040962934494,0.00217294692993,0.00634717941284,,0.222359895706,0.0670590400696,0.00640106201172,,53.0,sparse condensed linear,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,3.0,False
274,274,1000.0,"sk=sqrt_2,th=30%",67.0,87.0,0.040983915329,0.040983915329,0.00219011306763,0.0063738822937,,0.220602989197,0.0675530433655,0.00641202926636,,53.0,sparse condensed linear,37426.0,0.0,0.0,101.0,37.426,23.8320482544,0.847,,5.0,0.847,,5.0,4.0,False
275,275,1000.0,"sk=300,th=30%",4.0,5.0,0.0363399982452,0.0363399982452,0.0145790576935,0.00618696212769,,,,,,669.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.534,,3.0,,,,0.0,False
276,276,1000.0,"sk=300,th=30%",4.0,5.0,0.0363221168518,0.0363221168518,0.014466047287,0.00603818893433,,,,,,669.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.534,,3.0,,,,1.0,False
277,277,1000.0,"sk=300,th=30%",4.0,5.0,0.0363368988037,0.0363368988037,0.0144739151001,0.0059859752655,,,,,,669.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.534,,3.0,,,,2.0,False
278,278,1000.0,"sk=300,th=30%",4.0,5.0,0.0362820625305,0.0362820625305,0.014310836792,0.00602197647095,,,,,,669.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.534,,3.0,,,,3.0,False
279,279,1000.0,"sk=300,th=30%",4.0,5.0,0.0362651348114,0.0362651348114,0.014466047287,0.00601887702942,,,,,,669.0,full,1000000.0,0.0,1000.0,1000.0,1000.0,0.0,0.534,,3.0,,,,4.0,False
280,280,1000.0,"sk=300,th=30%",4.0,5.0,0.0255420207977,0.0255420207977,0.0137231349945,0.0059859752655,,,,,,669.0,full condensed,499500.0,0.0,0.0,999.0,499.5,288.674990257,0.534,,3.0,,,,0.0,False
281,281,1000.0,"sk=300,th=30%",4.0,5.0,0.0255270004272,0.0255270004272,0.0139031410217,0.00607585906982,,,,,,669.0,full condensed,499500.0,0.0,0.0,999.0,499.5,288.674990257,0.534,,3.0,,,,1.0,False
282,282,1000.0,"sk=300,th=30%",4.0,5.0,0.0255382061005,0.0255382061005,0.0138750076294,0.00600099563599,,,,,,669.0,full condensed,499500.0,0.0,0.0,999.0,499.5,288.674990257,0.534,,3.0,,,,2.0,False
283,283,1000.0,"sk=300,th=30%",4.0,5.0,0.0255229473114,0.0255229473114,0.0139260292053,0.00604104995728,,,,,,669.0,full condensed,499500.0,0.0,0.0,999.0,499.5,288.674990257,0.534,,3.0,,,,3.0,False
284,284,1000.0,"sk=300,th=30%",4.0,5.0,0.0255229473114,0.0255229473114,0.0140290260315,0.0059700012207,,,,,,669.0,full condensed,499500.0,0.0,0.0,999.0,499.5,288.674990257,0.534,,3.0,,,,4.0,False
285,285,1000.0,"sk=300,th=30%",4.0,5.0,0.877905130386,0.877905130386,0.0292320251465,0.00603199005127,,1.14189004898,0.0804579257965,0.00615501403809,,669.0,sparse complete,687198.0,0.0,528.0,999.0,687.198,166.769645907,0.534,,3.0,0.534,,3.0,0.0,False
286,286,1000.0,"sk=300,th=30%",4.0,5.0,0.831440925598,0.831440925598,0.0279679298401,0.00604104995728,,1.13515496254,0.0854029655457,0.00609397888184,,669.0,sparse complete,687198.0,0.0,528.0,999.0,687.198,166.769645907,0.534,,3.0,0.534,,3.0,1.0,False
287,287,1000.0,"sk=300,th=30%",4.0,5.0,0.834909915924,0.834909915924,0.0280530452728,0.00602221488953,,1.04313492775,0.0813817977905,0.0060498714447,,669.0,sparse complete,687198.0,0.0,528.0,999.0,687.198,166.769645907,0.534,,3.0,0.534,,3.0,2.0,False
288,288,1000.0,"sk=300,th=30%",4.0,5.0,0.834324121475,0.834324121475,0.0271899700165,0.00610494613647,,1.02991199493,0.0799448490143,0.00608897209167,,669.0,sparse complete,687198.0,0.0,528.0,999.0,687.198,166.769645907,0.534,,3.0,0.534,,3.0,3.0,False
289,289,1000.0,"sk=300,th=30%",4.0,5.0,0.878008127213,0.878008127213,0.0273969173431,0.00600504875183,,1.03121805191,0.0818090438843,0.00611996650696,,669.0,sparse complete,687198.0,0.0,528.0,999.0,687.198,166.769645907,0.534,,3.0,0.534,,3.0,4.0,False
290,290,1000.0,"sk=300,th=30%",4.0,5.0,0.621031999588,0.621031999588,0.0132761001587,0.00605177879333,,0.421038866043,0.0733749866486,0.00612497329712,,669.0,sparse condensed const,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,0.0,False
291,291,1000.0,"sk=300,th=30%",4.0,5.0,0.620393037796,0.620393037796,0.0132730007172,0.00603795051575,,0.417165994644,0.0727429389954,0.00607800483704,,669.0,sparse condensed const,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,1.0,False
292,292,1000.0,"sk=300,th=30%",4.0,5.0,0.621912002563,0.621912002563,0.0137910842896,0.00605988502502,,0.418565988541,0.0727319717407,0.00612711906433,,669.0,sparse condensed const,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,2.0,False
293,293,1000.0,"sk=300,th=30%",4.0,5.0,0.620720148087,0.620720148087,0.0133490562439,0.0059289932251,,0.41770195961,0.0731000900269,0.0061149597168,,669.0,sparse condensed const,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,3.0,False
294,294,1000.0,"sk=300,th=30%",4.0,5.0,0.624629974365,0.624629974365,0.0131001472473,0.0060920715332,,0.406779050827,0.0726909637451,0.00612711906433,,669.0,sparse condensed const,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,4.0,False
295,295,1000.0,"sk=300,th=30%",4.0,5.0,0.620656967163,0.620656967163,0.0131161212921,0.00601410865784,,0.406637907028,0.0725009441376,0.00616192817688,,669.0,sparse condensed linear,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,0.0,False
296,296,1000.0,"sk=300,th=30%",4.0,5.0,0.620401144028,0.620401144028,0.0130929946899,0.0060441493988,,0.405950069427,0.0725810527802,0.00603890419006,,669.0,sparse condensed linear,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,1.0,False
297,297,1000.0,"sk=300,th=30%",4.0,5.0,0.620718955994,0.620718955994,0.0131120681763,0.0059859752655,,0.410974979401,0.0725431442261,0.00608396530151,,669.0,sparse condensed linear,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,2.0,False
298,298,1000.0,"sk=300,th=30%",4.0,5.0,0.620635986328,0.620635986328,0.0131208896637,0.00611114501953,,0.406294107437,0.0727350711823,0.00614094734192,,669.0,sparse condensed linear,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,3.0,False
299,299,1000.0,"sk=300,th=30%",4.0,5.0,0.620927095413,0.620927095413,0.0131220817566,0.00606894493103,,0.406324148178,0.0724561214447,0.00607514381409,,669.0,sparse condensed linear,343599.0,0.0,0.0,997.0,343.599,220.286073548,0.534,,3.0,0.534,,3.0,4.0,False
300,300,2500.0,sqrt,25.0,50.0,0.0451500415802,0.0451500415802,0.0575339794159,0.0146660804749,,,,,,422.0,full,6250000.0,0.0,2500.0,2500.0,2500.0,0.0,0.8384,,5.0,,,,0.0,False
301,301,2500.0,sqrt,25.0,50.0,0.046315908432,0.046315908432,0.0572850704193,0.014631986618,,,,,,422.0,full,6250000.0,0.0,2500.0,2500.0,2500.0,0.0,0.8384,,5.0,,,,1.0,False
302,302,2500.0,sqrt,25.0,50.0,0.0452611446381,0.0452611446381,0.0575819015503,0.0145959854126,,,,,,422.0,full,6250000.0,0.0,2500.0,2500.0,2500.0,0.0,0.8384,,5.0,,,,2.0,False
303,303,2500.0,sqrt,25.0,50.0,0.0452809333801,0.0452809333801,0.0572350025177,0.0146090984344,,,,,,422.0,full,6250000.0,0.0,2500.0,2500.0,2500.0,0.0,0.8384,,5.0,,,,3.0,False
304,304,2500.0,sqrt,25.0,50.0,0.0452589988708,0.0452589988708,0.0573790073395,0.0146589279175,,,,,,422.0,full,6250000.0,0.0,2500.0,2500.0,2500.0,0.0,0.8384,,5.0,,,,4.0,False
305,305,2500.0,sqrt,25.0,50.0,0.0315289497375,0.0315289497375,0.0532701015472,0.0145170688629,,,,,,422.0,full condensed,3123750.0,1.0,0.0,2499.0,1249.5,721.687778752,0.8384,,5.0,,,,0.0,False
306,306,2500.0,sqrt,25.0,50.0,0.0315341949463,0.0315341949463,0.0532519817352,0.0146059989929,,,,,,422.0,full condensed,3123750.0,1.0,0.0,2499.0,1249.5,721.687778752,0.8384,,5.0,,,,1.0,False
307,307,2500.0,sqrt,25.0,50.0,0.0315179824829,0.0315179824829,0.0533208847046,0.0148439407349,,,,,,422.0,full condensed,3123750.0,1.0,0.0,2499.0,1249.5,721.687778752,0.8384,,5.0,,,,2.0,False
308,308,2500.0,sqrt,25.0,50.0,0.0315370559692,0.0315370559692,0.0533149242401,0.0146389007568,,,,,,422.0,full condensed,3123750.0,1.0,0.0,2499.0,1249.5,721.687778752,0.8384,,5.0,,,,3.0,False
309,309,2500.0,sqrt,25.0,50.0,0.0315210819244,0.0315210819244,0.0532732009888,0.0147449970245,,,,,,422.0,full condensed,3123750.0,1.0,0.0,2499.0,1249.5,721.687778752,0.8384,,5.0,,,,4.0,False
310,310,2500.0,sqrt,25.0,50.0,0.782917976379,0.782917976379,0.0536649227142,0.0147669315338,,1.53682684898,0.179390907288,0.0148539543152,,422.0,sparse complete,1013704.0,0.0,311.0,531.0,405.4816,33.437225684,0.8384,,5.0,0.8384,,5.0,0.0,False
